,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
4486797,12349827,04/23/2020 06:56:00 AM,04/23/2020 07:23:00 AM,04/23/2020 07:23:00 AM,Closed,"Case is a Duplicate - Per DPW, this is a duplicate.",311 Supervisor Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"316 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",SAN CARLOS ST,9.0,Mission,MISSION,37.758312721864,-122.419897643366,"(37.75831272, -122.41989764)",Mobile/Open311,http://mobile311.sfgov.org/reports/12349827/photos,53.0,3.0,2.0,20.0,7.0,2.0,7.0,28859.0,4.0,19.0,19.0,,53.0,,2.0,,,3.0,,,,2.0,,3.0,,,53.0
3985890,8288268,11/19/2017 04:09:24 PM,02/10/2019 11:00:42 PM,02/10/2019 11:00:42 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Offensive,"297 RICHLAND AVE, SAN FRANCISCO, CA, 94110",RICHLAND AVE,9.0,Holly Park,INGLESIDE,37.735894108226,-122.420337461049,"(37.73589411, -122.42033746)",Mobile/Open311,http://mobile311.sfgov.org/reports/8288268/photos,61.0,9.0,2.0,2.0,7.0,2.0,4.0,28859.0,7.0,2.0,2.0,,61.0,,2.0,,,,,,,1.0,,,,,61.0
2106282,8900719,04/21/2018 12:21:00 PM,04/29/2018 08:47:27 AM,04/29/2018 08:47:27 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,"4520 MISSION ST, SAN FRANCISCO, CA, 94112",MISSION ST,11.0,Mission Terrace,INGLESIDE,37.725561149454,-122.43426131096,"(37.72556115, -122.43426131)",Mobile/Open311,http://mobile311.sfgov.org/reports/8900719/photos,94.0,9.0,1.0,28.0,6.0,9.0,4.0,28861.0,7.0,25.0,25.0,,94.0,,1.0,,,,4.0,,,1.0,,,,,94.0
2815665,14141574,08/03/2021 10:33:00 PM,08/03/2021 11:05:20 PM,08/03/2021 11:05:20 PM,Closed,Case Resolved - Officer responded to request under CAD # 212153536.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Orange - KIA - 6SZY968,"2178 30TH AVE, SAN FRANCISCO, CA, 94116",30TH AVE,4.0,Parkside,TARAVAL,37.746710278167,-122.487541094346,"(37.74671028, -122.48754109)",Mobile/Open311,,40.0,10.0,7.0,35.0,3.0,1.0,5.0,29491.0,8.0,35.0,35.0,,40.0,,7.0,,,,,,,1.0,,,,,40.0
718294,4227399,11/20/2014 12:10:51 PM,11/21/2014 07:06:11 AM,11/21/2014 07:06:11 AM,Closed,Case Resolved,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of MISSION ST and 10TH ST,MISSION ST,6.0,South of Market,SOUTHERN,37.775272205328,-122.415907739751,"(37.77527221, -122.41590774)",Phone,,32.0,1.0,10.0,34.0,9.0,8.0,2.0,28853.0,2.0,34.0,34.0,,32.0,1.0,10.0,,,1.0,,7.0,1.0,2.0,1.0,1.0,,,32.0
2403041,7420587,07/25/2017 05:19:06 PM,08/01/2017 09:14:57 AM,08/01/2017 09:14:57 AM,Closed,DPT Abandoned Vehicles- Gone on Arrival - 07-31-17  @ 1458  HRS #   85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"2329 LAKE ST, SAN FRANCISCO, CA, 94121",LAKE ST,1.0,Lake Street,RICHMOND,37.785703328981,-122.484560649948,"(37.78570333, -122.48456065)",Mobile/Open311,http://mobile311.sfgov.org/reports/7420587/photos,2.0,8.0,4.0,29.0,2.0,11.0,9.0,55.0,6.0,26.0,26.0,,2.0,,4.0,,,,,,,2.0,,,,,2.0
4764175,15211322,04/13/2022 08:36:00 AM,04/13/2022 02:36:33 PM,04/13/2022 02:36:33 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"669 OFARRELL ST, SAN FRANCISCO, CA, 94109",OFARRELL ST,5.0,Tenderloin,TENDERLOIN,37.7850962,-122.4154826,"(37.7850962, -122.4154826)",Web,http://mobile311.sfgov.org/reports/15211322/photos,20.0,5.0,10.0,36.0,9.0,7.0,10.0,28858.0,10.0,36.0,36.0,,20.0,,10.0,,,,,6.0,1.0,2.0,1.0,,,,20.0
5319202,3811396,07/09/2014 10:04:02 AM,07/11/2014 04:14:17 PM,07/11/2014 04:14:17 PM,Closed,Case Completed - resolved: Maximo Service Request has been resolved.,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"101 MASONIC AVE, SAN FRANCISCO, CA, 94118",MASONIC AVE,2.0,Lone Mountain,PARK,37.780868530273,-122.447731018066,"(37.78086853, -122.44773102)",Phone,,12.0,7.0,4.0,18.0,2.0,15.0,9.0,54.0,6.0,16.0,16.0,,12.0,,4.0,,,,,,,1.0,,,,,12.0
2114747,8872554,04/14/2018 05:56:02 PM,04/14/2018 06:02:00 PM,04/14/2018 06:02:00 PM,Closed,Scheduled,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1699 STOCKTON ST, SAN FRANCISCO, CA, 94133",STOCKTON ST,3.0,North Beach,CENTRAL,37.80127639,-122.4095208,"(37.80127639, -122.4095208)",Mobile/Open311,,106.0,6.0,3.0,23.0,10.0,3.0,1.0,308.0,1.0,23.0,23.0,21.0,106.0,,3.0,23.0,,,23.0,,,2.0,,,,,106.0
2037186,9082463,06/01/2018 04:45:00 PM,06/02/2018 02:52:42 AM,06/02/2018 02:52:42 AM,Closed,Case Resolved - Officer responded to request under CAD # 181522621. Unable to Locate.,Police - Homeless Concerns Queue,Homeless Concerns,Individual Concerns,wellbeing_check,"2175 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,8.0,Mission Dolores,MISSION,37.766353607178,-122.430046081543,"(37.76635361, -122.43004608)",Phone,,37.0,3.0,5.0,5.0,5.0,8.0,7.0,28862.0,4.0,3.0,3.0,,37.0,,5.0,,12.0,,,9.0,,1.0,,5.0,,,37.0
5444539,6519037,11/10/2016 04:34:56 PM,11/21/2016 03:40:10 PM,11/21/2016 03:40:10 PM,Closed,Case Resolved,US Postal Service Maintenance Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"1114 MARKET ST, SAN FRANCISCO, CA, 94102",MARKET ST,5.0,Tenderloin,TENDERLOIN,37.781024831382,-122.412665253619,"(37.78102483, -122.41266525)",Mobile/Open311,http://mobile311.sfgov.org/reports/6519037/photos,20.0,5.0,10.0,36.0,9.0,7.0,10.0,28852.0,10.0,36.0,36.0,,20.0,1.0,10.0,,,1.0,,6.0,1.0,2.0,1.0,1.0,,,20.0
2270905,8270595,11/15/2017 08:59:00 AM,11/15/2017 11:59:32 AM,11/15/2017 11:59:32 AM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of 22ND ST and SOUTH VAN NESS AVE,22ND ST,9.0,Mission,MISSION,37.755569458008,-122.416564941406,"(37.75556946, -122.41656494)",Integrated Agency,,53.0,3.0,2.0,20.0,7.0,2.0,7.0,28859.0,4.0,19.0,19.0,,53.0,,2.0,,,3.0,,,,2.0,,3.0,,,53.0
5468440,6975357,03/25/2017 03:38:20 PM,03/26/2017 05:10:10 PM,03/26/2017 05:10:10 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"480 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,5.0,Tenderloin,TENDERLOIN,37.783676675875,-122.415466957825,"(37.78367668, -122.41546696)",Phone,,20.0,5.0,10.0,36.0,9.0,7.0,10.0,28858.0,10.0,36.0,36.0,17.0,20.0,1.0,10.0,18.0,,,18.0,6.0,1.0,2.0,1.0,,,,20.0
840374,3710180,06/05/2014 06:57:56 AM,06/08/2014 09:00:00 AM,06/08/2014 09:00:00 AM,Closed,Case Completed - resolved: abated,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"2644 JUDAH ST, SAN FRANCISCO, CA, 94122",JUDAH ST,4.0,Outer Sunset,TARAVAL,37.761257171631,-122.490577697754,"(37.76125717, -122.4905777)",Web,,39.0,10.0,7.0,35.0,3.0,1.0,5.0,56.0,8.0,35.0,35.0,,39.0,,7.0,,,,,,,1.0,,,,,39.0
3795626,967627,09/22/2011 09:21:06 AM,09/28/2011 06:11:14 AM,09/28/2011 06:11:14 AM,Closed,See Notes tab for more details,DPW Ops Queue,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of FRESNO ST and KEARNY ST,FRESNO ST,3.0,North Beach,CENTRAL,37.798686981201,-122.405586242676,"(37.79868698, -122.40558624)",Phone,,106.0,6.0,3.0,23.0,10.0,3.0,1.0,308.0,1.0,23.0,23.0,21.0,106.0,,3.0,23.0,,,23.0,,,2.0,,,,,106.0
3105389,11714466,11/20/2019 01:37:00 PM,11/21/2019 03:42:00 PM,11/21/2019 03:42:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"64 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,6.0,South of Market,TENDERLOIN,37.779649570619,-122.411578875149,"(37.77964957, -122.41157888)",Mobile/Open311,http://mobile311.sfgov.org/reports/11714466/photos,32.0,5.0,10.0,34.0,9.0,8.0,2.0,28853.0,2.0,34.0,34.0,,32.0,1.0,10.0,,,1.0,,7.0,1.0,2.0,1.0,1.0,,,32.0
5041661,1019305,12/08/2011 12:39:46 PM,12/16/2011 05:31:33 PM,12/16/2011 05:31:33 PM,Closed,DPT Abandoned Vehicles - Gone on Arrival - 12-16-11 @  1321  # 229,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - n/a - n/a - 6Y47953,"775 EL CAMINO DEL MAR, SAN FRANCISCO, CA, 94121",EL CAMINO DEL MAR,1.0,Seacliff,RICHMOND,37.786170959473,-122.491737365723,"(37.78617096, -122.49173737)",Phone,,1.0,8.0,6.0,33.0,1.0,11.0,9.0,55.0,6.0,33.0,33.0,,1.0,,6.0,,,,,,,1.0,,,,,1.0
1274006,15319378,05/11/2022 02:03:00 PM,05/11/2022 02:29:35 PM,05/11/2022 02:29:35 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"242 IVY ST, SAN FRANCISCO, CA, 94102",IVY ST,5.0,Civic Center,NORTHERN,37.7775103,-122.422009,"(37.7775103, -122.422009)",Mobile/Open311,http://mobile311.sfgov.org/reports/15319378/photos,21.0,4.0,11.0,9.0,11.0,7.0,6.0,28852.0,9.0,10.0,10.0,,21.0,1.0,11.0,,,1.0,,8.0,,1.0,,1.0,,,21.0
1967275,9309709,07/24/2018 12:07:18 PM,07/24/2018 12:46:33 PM,07/24/2018 12:46:33 PM,Closed,Case Resolved - SES Graffiti Crew  - Paint - Box - Small Signal Light,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Not_Offensive,Intersection of 7TH ST and HOWARD ST,7TH ST,6.0,South of Market,SOUTHERN,37.777896619079,-122.409392894551,"(37.77789662, -122.40939289)",Mobile/Open311,http://mobile311.sfgov.org/reports/9309709/photos,32.0,1.0,10.0,34.0,9.0,8.0,2.0,28853.0,2.0,34.0,34.0,24.0,32.0,1.0,10.0,6.0,,1.0,6.0,,,2.0,,1.0,,,32.0
4524123,12242153,03/21/2020 05:39:48 PM,03/22/2020 09:25:19 AM,03/22/2020 09:25:19 AM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of DUBOCE AVE and FILLMORE ST,DUBOCE AVE,8.0,Duboce Triangle,PARK,37.769409179688,-122.429908752441,"(37.76940918, -122.42990875)",Integrated Agency,,28.0,7.0,5.0,9.0,5.0,7.0,6.0,28862.0,9.0,10.0,10.0,18.0,28.0,,5.0,20.0,,,20.0,9.0,,1.0,,5.0,,,28.0
2969770,13726072,04/19/2021 09:58:00 AM,04/28/2021 07:38:28 AM,04/28/2021 07:38:28 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Not_Offensive,"987 POTRERO AVE, SAN FRANCISCO, CA, 94110",POTRERO AVE,10.0,Potrero Hill,MISSION,37.757938178291,-122.406552080179,"(37.75793818, -122.40655208)",Mobile/Open311,http://mobile311.sfgov.org/reports/13726072/photos,54.0,3.0,9.0,20.0,8.0,10.0,7.0,28859.0,4.0,19.0,19.0,,54.0,,9.0,,,,,,,2.0,,,,,54.0
4133799,13256324,12/14/2020 03:28:00 PM,12/24/2020 10:00:18 PM,12/24/2020 10:00:18 PM,Closed,Case Resolved - Closed: No response from PG & E- GRAFFITI in 1 month,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of FULTON ST and WILLARD ST NORTH,FULTON ST,1.0,Golden Gate Park,RICHMOND,37.7745605,-122.4563142,"(37.7745605, -122.4563142)",Web,,12.0,8.0,4.0,18.0,2.0,11.0,8.0,29492.0,5.0,16.0,16.0,,12.0,,4.0,,,,,,,1.0,,,,,12.0
1146141,1920877,01/21/2013 02:49:58 PM,01/21/2013 04:14:14 PM,01/21/2013 04:14:14 PM,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Bulky Items,Furniture,"267 CLINTON PARK, SAN FRANCISCO, CA, 94103",CLINTON PARK,8.0,Mission Dolores,MISSION,37.768939971924,-122.426010131836,"(37.76893997, -122.42601013)",Phone,,37.0,3.0,5.0,20.0,5.0,8.0,7.0,28853.0,4.0,19.0,19.0,,37.0,,5.0,,,,,,,2.0,,,,,37.0
3016436,13602434,03/16/2021 05:23:00 PM,03/17/2021 03:17:00 PM,03/17/2021 03:17:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"11 ZOE ST, SAN FRANCISCO, CA, 94107",ZOE ST,6.0,South of Market,SOUTHERN,37.78030087,-122.39648692,"(37.78030087, -122.39648692)",Mobile/Open311,http://mobile311.sfgov.org/reports/13602434/photos,32.0,1.0,10.0,34.0,9.0,6.0,2.0,28856.0,2.0,34.0,34.0,,32.0,,10.0,,,,,,,2.0,,,,,32.0
3164157,11520508,10/08/2019 06:59:06 AM,10/08/2019 01:37:56 PM,10/08/2019 01:37:56 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Encampments,Encampment items,Cart Pickup,Intersection of WOODACRE DR and JUNIPERO SERRA BLVD,WOODACRE DR,7.0,Merced Manor,TARAVAL,37.734120036511,-122.471841070915,"(37.73412004, -122.47184107)",Mobile/Open311,http://mobile311.sfgov.org/reports/11520508/photos,62.0,10.0,8.0,41.0,4.0,1.0,5.0,64.0,8.0,40.0,40.0,,62.0,,8.0,,,,,,,1.0,,,,,62.0
1832186,4490593,02/13/2015 05:19:41 PM,05/06/2015 01:48:00 PM,05/06/2015 01:48:00 PM,Closed,Case Resolved,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of CLAY ST and DAVIS ST,CLAY ST,3.0,Financial District,CENTRAL,37.795314788818,-122.397972106934,"(37.79531479, -122.39797211)",Phone,,108.0,6.0,3.0,8.0,10.0,3.0,1.0,28860.0,1.0,6.0,6.0,,108.0,,3.0,,,,,,,1.0,,,,,108.0
1383781,15722338,08/22/2022 07:27:00 AM,08/24/2022 03:00:13 PM,08/24/2022 03:00:13 PM,Closed,"Case Resolved - SES Graffiti Crew  - Paint - Box - Big Signal Light
SES Graffiti Crew  - Paint - Pole - Signal Light
SES Graffiti Crew  - Paint - Pole - Signal Light",DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of 19TH ST and VALENCIA ST,19TH ST,9.0,Mission,MISSION,37.76009546292,-122.421456573192,"(37.76009546, -122.42145657)",Mobile/Open311,http://mobile311.sfgov.org/reports/15722338/photos,37.0,3.0,5.0,20.0,5.0,2.0,7.0,28859.0,4.0,19.0,19.0,,37.0,,5.0,,,3.0,,,,1.0,,3.0,,,37.0
4350512,12709328,07/29/2020 03:11:00 PM,07/31/2020 07:42:00 PM,07/31/2020 07:42:00 PM,Closed,Case Transferred,311 Service Request Queue - Hold,311 External Request,Damaged_Property,Damaged_Property - Other,Intersection of CRISSY FIELD AVE and MASON ST,CRISSY FIELD AVE,2.0,Presidio National Park,,37.803478240967,-122.467750549316,"(37.80347824, -122.46775055)",Phone,,3.0,,6.0,27.0,1.0,11.0,,61.0,,30.0,30.0,,3.0,,6.0,,,,,,,1.0,,,,,3.0
543898,5738974,04/07/2016 09:05:43 AM,04/07/2016 04:02:06 PM,04/07/2016 04:02:06 PM,Closed,Case Resolved - done,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"195 BARTLETT ST, SAN FRANCISCO, CA, 94110",BARTLETT ST,9.0,Mission,MISSION,37.75388,-122.419632,"(37.75388, -122.419632)",Mobile/Open311,,53.0,3.0,2.0,20.0,7.0,2.0,7.0,28859.0,4.0,19.0,19.0,,53.0,,2.0,,,3.0,,,,2.0,,3.0,,,53.0
4007931,13516028,02/21/2021 06:04:00 PM,02/22/2021 09:46:56 AM,02/22/2021 09:46:56 AM,Closed,Case Resolved - Pickup completed.,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,Intersection of BUCHANAN ST and MARINA BLVD,BUCHANAN ST,2.0,Marina,NORTHERN,37.805042266846,-122.433799743652,"(37.80504227, -122.43379974)",Phone,,17.0,4.0,6.0,13.0,1.0,13.0,6.0,57.0,9.0,17.0,17.0,,17.0,,6.0,,,,,,,1.0,,,,,17.0
1363698,14948447,02/06/2022 05:07:00 PM,02/06/2022 06:16:05 PM,02/06/2022 06:16:05 PM,Closed,Case Resolved - Officer responded to request under CAD # 220372195.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Silver - Toyota Prius - H2V6471,"1223 YORK ST, SAN FRANCISCO, CA, 94110",YORK ST,9.0,Mission,MISSION,37.75209188,-122.40797431,"(37.75209188, -122.40797431)",Phone,,53.0,3.0,2.0,20.0,7.0,2.0,7.0,28859.0,4.0,19.0,19.0,,53.0,,2.0,,,3.0,,,,1.0,,3.0,,,53.0
4091510,13314554,12/31/2020 02:48:59 PM,01/02/2021 08:25:48 AM,01/02/2021 08:25:48 AM,Closed,Case Resolved - Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"4346 18TH ST, SAN FRANCISCO, CA, 94114",18TH ST,8.0,Eureka Valley,MISSION,37.76072167,-122.43795,"(37.76072167, -122.43795)",Mobile/Open311,http://mobile311.sfgov.org/reports/13314554/photos,115.0,3.0,5.0,5.0,5.0,15.0,7.0,28862.0,4.0,3.0,3.0,,115.0,,5.0,,,,,,,1.0,,,,,115.0
4669863,11394044,09/10/2019 08:06:00 AM,06/08/2020 12:28:00 PM,06/08/2020 12:28:00 PM,Closed,Administrative Closure - Administrative closure by Public Works,Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"41 LANGTON ST, SAN FRANCISCO, CA, 94103",LANGTON ST,6.0,South of Market,SOUTHERN,37.77697,-122.409088333333,"(37.77697, -122.40908833)",Mobile/Open311,http://mobile311.sfgov.org/reports/11394044/photos,32.0,1.0,10.0,34.0,9.0,8.0,2.0,28853.0,2.0,34.0,34.0,24.0,32.0,1.0,10.0,6.0,,1.0,6.0,,,2.0,,1.0,,,32.0
1978879,9277788,07/17/2018 10:16:30 AM,07/19/2018 12:00:00 AM,07/19/2018 12:00:00 AM,Closed,Case Resolved - duplicate RFA. refer to 21353176 -,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"262 SOMERSET ST, SAN FRANCISCO, CA, 94134",SOMERSET ST,9.0,Portola,BAYVIEW,37.728159,-122.408528,"(37.728159, -122.408528)",Mobile/Open311,,91.0,2.0,2.0,25.0,7.0,10.0,3.0,309.0,3.0,28.0,28.0,,91.0,,2.0,,,,,,,2.0,,,,,91.0
4499967,12285541,04/03/2020 09:39:00 AM,04/08/2020 12:25:00 PM,04/08/2020 12:25:00 PM,Closed,"Case Transferred - To view the status, see http://dbiweb.sfgov.org/dbipts/default.aspx?page=AddressComplaint&ComplaintNo=202026862 or call (415)558-6570.",DBI Building Inspection Queue,General Request - BUILDING INSPECTION,complaint,building_inspection - complaint,"101 COLERIDGE ST, SAN FRANCISCO, CA, 94110",COLERIDGE ST,9.0,Bernal Heights,INGLESIDE,37.743907928467,-122.41943359375,"(37.74390793, -122.41943359)",Phone,,83.0,9.0,2.0,2.0,7.0,2.0,4.0,28859.0,7.0,2.0,2.0,,83.0,,2.0,,,,,,,1.0,,,,,83.0
3052045,11825055,12/16/2019 04:14:00 PM,12/16/2019 05:11:35 PM,12/16/2019 05:11:35 PM,Closed,Case Resolved - See CAD# 193502573 for details.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,White - Honda - 8HRY706,"142 ELLERT ST, SAN FRANCISCO, CA, 94110",ELLERT ST,9.0,Holly Park,INGLESIDE,37.738284718077,-122.416964690709,"(37.73828472, -122.41696469)",Mobile/Open311,,61.0,9.0,2.0,2.0,7.0,2.0,4.0,28859.0,7.0,2.0,2.0,,61.0,,2.0,,,,,,,1.0,,,,,61.0
458483,6073443,07/12/2016 09:36:09 AM,07/12/2016 11:19:42 AM,07/12/2016 11:19:42 AM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"357 TURK ST, SAN FRANCISCO, CA, 94102",TURK ST,5.0,Tenderloin,TENDERLOIN,37.78265762612,-122.41502056841,"(37.78265763, -122.41502057)",Mobile/Open311,http://mobile311.sfgov.org/reports/6073443/photos,20.0,5.0,10.0,36.0,9.0,7.0,10.0,28852.0,10.0,36.0,36.0,17.0,20.0,1.0,10.0,18.0,,1.0,18.0,6.0,1.0,2.0,1.0,1.0,,,20.0
2147979,8500426,01/13/2018 08:33:00 AM,01/14/2018 12:12:09 PM,01/14/2018 12:12:09 PM,Closed,Case Resolved - SES Graffiti Crew  - Paint - Pole - MUNI,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"101 JERSEY ST, SAN FRANCISCO, CA, 94114",JERSEY ST,8.0,Noe Valley,MISSION,37.750764740086,-122.427521431183,"(37.75076474, -122.42752143)",Web,,84.0,3.0,5.0,22.0,5.0,2.0,7.0,28862.0,4.0,22.0,22.0,,84.0,,5.0,,,,,,,1.0,,,,,84.0
2858388,14045036,07/11/2021 05:56:00 PM,08/02/2021 11:47:00 AM,08/02/2021 11:47:00 AM,Closed,"Not Accepted - This is a SFPD matter, please contact them for dispatch at 415-553-0123 or at 9-1-1 for any life threatening concerns or criminal activity in progress.",311 Supervisor Queue,Street Defects,Pavement_Defect,Pavement_Defect,"46 BOSWORTH ST, SAN FRANCISCO, CA, 94112",BOSWORTH ST,8.0,St. Mary's Park,INGLESIDE,37.73359423,-122.42712948,"(37.73359423, -122.42712948)",Mobile/Open311,,93.0,9.0,5.0,28.0,5.0,2.0,4.0,28861.0,7.0,25.0,25.0,,93.0,,5.0,,,,,,,1.0,,,,,93.0
927332,3285566,01/18/2014 03:47:24 PM,03/12/2014 04:12:14 PM,03/12/2014 04:12:14 PM,Closed,Case Resolved - Per GGP mgmt.:  the water is currently shut down. We are adjusting the system for maximum water conservation.,RPD GGP Queue,Rec and Park Requests,Park - Structural_Maintenance,Other,"GGP Panhandle, , SAN FRANCISCO, CA, 94117",GGP Panhandle,5.0,Panhandle,PARK,37.772205352783,-122.448699951172,"(37.77220535, -122.44869995)",Web,,24.0,7.0,11.0,12.0,11.0,15.0,8.0,29492.0,5.0,8.0,8.0,,24.0,,11.0,,,,,,,1.0,,,,,24.0
4034692,13441276,02/01/2021 04:54:15 PM,02/24/2021 08:00:40 AM,02/24/2021 08:00:40 AM,Closed,Unable to Locate,HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"482 SANCHEZ ST, SAN FRANCISCO, CA, 94114",SANCHEZ ST,8.0,Castro,MISSION,37.761474,-122.4306929,"(37.761474, -122.4306929)",Mobile/Open311,,38.0,3.0,5.0,5.0,5.0,15.0,7.0,28862.0,4.0,3.0,3.0,,38.0,,5.0,,,,1.0,,,1.0,,5.0,,,38.0
820134,3757495,06/20/2014 04:45:36 AM,06/20/2014 10:44:53 AM,06/20/2014 10:44:53 AM,Closed,Case Completed - resolved: Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"3377 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9.0,Bernal Heights,INGLESIDE,37.742500305176,-122.421676635742,"(37.74250031, -122.42167664)",Web,,83.0,9.0,2.0,2.0,7.0,2.0,4.0,28859.0,7.0,2.0,2.0,,83.0,,2.0,,7.0,,,,,1.0,,,,,83.0
3917456,748202,10/07/2010 02:30:04 PM,03/15/2011 01:31:12 PM,03/15/2011 01:31:12 PM,Closed,Case Resolved,Housing Authority SR Queue,SFHA Requests,Carpentery,Carpentery - Routine,"116 CAMERON WAY, SAN FRANCISCO, CA, 94124",CAMERON WAY,10.0,Bret Harte,BAYVIEW,37.71960067749,-122.387001037598,"(37.71960068, -122.38700104)",Phone,,88.0,2.0,9.0,1.0,8.0,10.0,3.0,58.0,3.0,1.0,1.0,,88.0,,9.0,,,,,,,2.0,,,,,88.0
4018773,13495751,02/16/2021 08:55:00 AM,02/16/2021 10:20:26 PM,02/16/2021 10:20:26 PM,Closed,Case is a Duplicate - Request is a duplicate and has been previously reported as 13489353,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1189 POST ST, SAN FRANCISCO, CA, 94109",POST ST,3.0,Lower Nob Hill,NORTHERN,37.78659972021,-122.421234099179,"(37.78659972, -122.4212341)",Mobile/Open311,,50.0,4.0,3.0,36.0,10.0,13.0,6.0,28858.0,9.0,36.0,36.0,,50.0,,3.0,,,,,10.0,,2.0,,,,,50.0
